Date,Time,VRATE,PBLH,WIND_SPEED(GUST),PRATE,Temp,pixelID,lat,lon,u10,v10,u20,v20,u30,v30,u40,v40,u50,v50,u80,v80,u100,v100,file
2020-01-02,0,1000,148.67435,4.2064943,0,296.685,D,13.75,100.25,0.33637697,0.3457251,0.3010449,0.22636475,0.141687,-0.10633789,-0.34405518,-2.717395,-3.3086402,-3.4005005,-3.5423584,-3.6992528,-4.0842824,-4.148501,gfs.0p25.2020010200.f000.grib2
2020-01-02,6,9000,1576.9658,5.1232443,0,312.1,A,13.75,100.5,-3.709741,-4.295376,-4.354929,-4.4344726,-4.5151296,-4.713533,-4.7837524,-1.2080982,-1.3798218,-1.3885645,-1.4186695,-1.4374145,-1.5095117,-1.527041,gfs.0p25.2020010206.f000.grib2
2020-01-02,6,9000,1447.3657,5.723244,0,311.7,B,13.75,100.75,-4.149741,-4.745376,-4.7849293,-4.8744726,-4.9551296,-5.1735325,-5.253752,-1.1080981,-1.2698218,-1.2785645,-1.2986695,-1.3274145,-1.3795117,-1.397041,gfs.0p25.2020010206.f000.grib2
2020-01-02,6,8000,1726.4058,4.223244,0,312.6,C,14,100.5,-3.0497413,-3.265376,-3.2849293,-3.3344727,-3.3851295,-3.5235326,-3.5637524,-0.35809815,-0.47982177,-0.48856446,-0.49866945,-0.5074146,-0.53951174,-0.557041,gfs.0p25.2020010206.f000.grib2
2020-01-02,6,9000,1725.4458,4.823244,0,312.5,D,13.75,100.25,-3.6197412,-4.015376,-4.0549293,-4.114473,-4.1751294,-4.3235326,-4.3737526,-1.2380981,-1.3398218,-1.3585645,-1.3686694,-1.3874146,-1.4395118,-1.457041,gfs.0p25.2020010206.f000.grib2
2020-01-02,12,8900,1702.4739,4.707544,0,306.56146,A,13.75,100.5,-2.0490675,-2.4359205,-2.4751635,-2.5238965,-2.5943556,-2.7665331,-2.833086,-3.097124,-3.578164,-3.6335034,-3.709917,-3.7852588,-3.992085,-4.0560474,gfs.0p25.2020010212.f000.grib2
2020-01-02,12,2700,551.11395,4.007544,0,302.76144,B,13.75,100.75,-1.6790674,-2.0559204,-2.1051636,-2.1938965,-2.2743554,-2.5165331,-2.653086,-1.9971241,-2.438164,-2.4835033,-2.549917,-2.6052587,-2.772085,-2.8060474,gfs.0p25.2020010212.f000.grib2
2020-01-02,12,5300,830.6339,5.607544,0,303.06146,C,14,100.5,-0.32906738,-0.5159204,-0.56516355,-0.63389647,-0.7043555,-0.9065332,-1.033086,-4.1871243,-5.028164,-5.1835036,-5.379917,-5.585259,-6.142085,-6.336047,gfs.0p25.2020010212.f000.grib2
2020-01-02,12,3200,453.03394,7.207544,0,301.66144,D,13.75,100.25,-0.19906738,-0.30592042,-0.35516357,-0.44389647,-0.5243555,-0.7765332,-0.9230859,-3.717124,-4.468164,-4.6535034,-4.979917,-5.295259,-6.172085,-6.5060472,gfs.0p25.2020010212.f000.grib2
2020-01-02,18,1600,434.11075,3.807897,0,302.9598,A,13.75,100.5,-1.3300977,-1.5843457,-1.6262207,-1.706123,-1.7723267,-1.9803271,-2.0610497,-1.9546679,-2.2339525,-2.280034,-2.3561158,-2.4383008,-2.636438,-2.7094262,gfs.0p25.2020010218.f000.grib2
2020-01-02,18,500,138.03076,2.9078972,0,298.3598,B,13.75,100.75,-1.4300977,-1.7043457,-1.7562207,-1.806123,-1.8623266,-2.020327,-2.10105,-1.5846679,-1.9239526,-1.9800342,-2.0461156,-2.1183007,-2.336438,-2.4194262,gfs.0p25.2020010218.f000.grib2
2020-01-02,18,800,170.91077,4.307897,0,299.5598,C,14,100.5,-1.5500977,-1.9243457,-2.0462208,-2.216123,-2.3823266,-2.8603272,-3.1510499,-2.344668,-2.8139527,-2.9400342,-3.0961158,-3.2483008,-3.666438,-3.8594263,gfs.0p25.2020010218.f000.grib2
2020-01-02,18,400,115.55076,3.7078972,0,297.3598,D,13.75,100.25,-1.0800977,-1.4443457,-1.5562207,-1.7561231,-1.9623266,-2.570327,-2.9110498,-2.354668,-2.9539526,-3.0500343,-3.2161157,-3.3783007,-3.816438,-3.9294262,gfs.0p25.2020010218.f000.grib2
2020-01-03,0,800,283.07596,3.0251222,0,300.9466,A,13.75,100.5,0.3404297,0.30897218,0.29999512,0.27271974,0.2536084,0.1857251,0.12905517,-2.188108,-2.4782104,-2.544326,-2.6232374,-2.7053688,-2.930869,-2.9950562,gfs.0p25.2020010300.f000.grib2
2020-01-03,0,300,128.99596,2.0251222,0,297.4466,B,13.75,100.75,-1.3295703,-1.6010278,-1.6300049,-1.6672803,-1.6963916,-1.7942749,-1.8409448,-0.5781079,-0.67821044,-0.69432616,-0.7032373,-0.7253687,-0.76086915,-0.7750561,gfs.0p25.2020010300.f000.grib2
2020-01-03,0,600,157.47595,3.725122,0,297.6466,C,14,100.5,0.32042968,0.28897217,0.21999511,0.15271972,0.0836084,-0.1542749,-0.38094482,-2.658108,-3.1582105,-3.304326,-3.4632373,-3.6253686,-4.030869,-4.195056,gfs.0p25.2020010300.f000.grib2
2020-01-03,0,500,125.315956,4.825122,0,295.1466,D,13.75,100.25,1.4204297,1.6589721,1.6399951,1.6127198,1.5836084,1.4257251,1.1490551,-2.668108,-3.3082104,-3.504326,-3.7732372,-4.0353684,-4.760869,-5.075056,gfs.0p25.2020010300.f000.grib2
2020-01-03,6,10000,1946.0793,4.605235,0,313.1203,A,13.75,100.5,-3.7884839,-4.296997,-4.3373485,-4.4098706,-4.479324,-4.662197,-4.7179346,-0.37061036,-0.31372315,-0.31975096,-0.32501465,-0.32691407,-0.32247558,-0.32897705,gfs.0p25.2020010306.f000.grib2
2020-01-03,6,11000,1828.7993,5.105235,0,313.2203,B,13.75,100.75,-4.178484,-4.676997,-4.7173486,-4.7898707,-4.8593235,-5.042197,-5.0979347,-0.5906103,-0.56372315,-0.56975096,-0.56501466,-0.5769141,-0.5824756,-0.57897705,gfs.0p25.2020010306.f000.grib2
2020-01-03,6,9000,2006.0793,4.205235,0,313.42032,C,14,100.5,-3.3284838,-3.636997,-3.6773486,-3.7298706,-3.7893238,-3.9221973,-3.9679346,0.31938964,0.38627684,0.390249,0.40498534,0.40308595,0.42752442,0.44102296,gfs.0p25.2020010306.f000.grib2
2020-01-03,6,10000,2060.6394,4.305235,0,314.1203,D,13.75,100.25,-3.738484,-4.0569973,-4.0973487,-4.1498704,-4.189324,-4.3221974,-4.3579345,-0.22061035,-0.12372314,-0.11975098,-0.11501465,-0.11691406,-0.10247558,-0.09897705,gfs.0p25.2020010306.f000.grib2
2020-01-03,12,10000,1773.215,4.718457,0,306.89758,A,13.75,100.5,-3.4094508,-4.009585,-4.0621533,-4.1607933,-4.2582936,-4.5529714,-4.6504054,-0.68845457,-0.7649756,-0.7734912,-0.79285157,-0.8128589,-0.85048586,-0.8589136,gfs.0p25.2020010312.f000.grib2
2020-01-03,12,3000,486.25497,4.918457,0,302.0976,B,13.75,100.75,-2.8294506,-3.499585,-3.6221533,-3.7907934,-3.9582934,-4.442971,-4.6704054,0.45154542,0.6050244,0.6565088,0.7171484,0.7771411,0.95951414,1.0410864,gfs.0p25.2020010312.f000.grib2
2020-01-03,12,2000,633.615,2.518457,0,303.0976,C,14,100.5,-1.4794507,-1.779585,-1.8221533,-1.8807935,-1.9482934,-2.1329713,-2.2104053,0.13154541,0.15502441,0.1665088,0.18714844,0.20714112,0.25951415,0.28108642,gfs.0p25.2020010312.f000.grib2
2020-01-03,12,1000,246.65497,3.218457,0,299.4976,D,13.75,100.25,-1.4794507,-1.889585,-1.9321533,-2.0707934,-2.2082934,-2.602971,-2.8104053,-1.2284546,-1.5549756,-1.5734912,-1.6228516,-1.682859,-1.8304858,-1.8789135,gfs.0p25.2020010312.f000.grib2
2020-01-03,18,1000,405.947,3.7131836,0,303.61102,A,13.75,100.5,-2.0582495,-2.4000537,-2.4515576,-2.5471947,-2.6386962,-2.8781104,-2.973037,0.16575928,0.20966552,0.2127417,0.2255835,0.23686768,0.26555908,0.29348144,gfs.0p25.2020010318.f000.grib2
2020-01-03,18,0,114.106995,2.9131837,0,298.61102,B,13.75,100.75,-2.0882494,-2.5300536,-2.6415577,-2.7671947,-2.9086962,-3.2981102,-3.5230372,0.2657593,0.34966552,0.3727417,0.4155835,0.44686767,0.5555591,0.5934814,gfs.0p25.2020010318.f000.grib2
2020-01-03,18,0,150.027,2.0131836,0,300.211,C,14,100.5,-1.4482495,-1.7200537,-1.7615576,-1.8471948,-1.9186963,-2.1181104,-2.213037,-0.44424072,-0.49033448,-0.48725832,-0.4644165,-0.4431323,-0.3744409,-0.30651855,gfs.0p25.2020010318.f000.grib2
2020-01-03,18,0,83.62699,1.2131836,0,296.311,D,13.75,100.25,-0.4582495,-0.6300537,-0.6815576,-0.78719485,-0.87869626,-1.1881104,-1.4130371,-0.37424073,-0.49033448,-0.48725832,-0.4844165,-0.48313233,-0.4644409,-0.40651855,gfs.0p25.2020010318.f000.grib2
2020-01-04,0,500,231.45003,2.2137191,0,301.88428,A,13.75,100.5,-1.2042725,-1.3673217,-1.4046826,-1.4579053,-1.5147852,-1.6603125,-1.7166431,-0.89944094,-1.0127393,-1.0349878,-1.0672388,-1.0963769,-1.185227,-1.2072924,gfs.0p25.2020010400.f000.grib2
2020-01-04,0,300,100.57002,3.1137192,0,296.98428,B,13.75,100.75,-2.0942724,-2.5073218,-2.6046827,-2.7079053,-2.8247852,-3.1303124,-3.266643,-1.1294409,-1.3327392,-1.3649879,-1.3972387,-1.4363769,-1.5252271,-1.5172925,gfs.0p25.2020010400.f000.grib2
2020-01-04,0,300,131.29002,2.3137193,0,298.48428,C,14,100.5,-1.1342725,-1.3273218,-1.3846827,-1.4479053,-1.5247852,-1.7303125,-1.8366431,-1.1694409,-1.3727393,-1.3849878,-1.3972387,-1.416377,-1.425227,-1.3772925,gfs.0p25.2020010400.f000.grib2
2020-01-04,0,200,60.570026,2.5137193,0,295.18427,D,13.75,100.25,1.5657276,1.9226782,1.9153174,1.9120947,1.9152149,1.8496875,1.6233569,-1.329441,-1.6727393,-1.7149878,-1.7872387,-1.866377,-2.045227,-2.0672925,gfs.0p25.2020010400.f000.grib2
2020-01-04,6,5500,1873.36,2.808824,0,313.8557,A,13.75,100.5,-2.4517286,-2.5422168,-2.5573046,-2.5911157,-2.6296532,-2.7081788,-2.7351513,-0.97677493,-0.88179445,-0.88449705,-0.89612794,-0.9019385,-0.9121533,-0.9164282,gfs.0p25.2020010406.f000.grib2
2020-01-04,6,6800,1829.2,3.5088239,0,313.7557,B,13.75,100.75,-3.1017284,-3.2022169,-3.2273047,-3.2711158,-3.3196533,-3.4181788,-3.4551513,-0.6367749,-0.58179444,-0.5844971,-0.58612794,-0.5919385,-0.6021533,-0.6064282,gfs.0p25.2020010406.f000.grib2
2020-01-04,6,4100,1866.1599,2.108824,0,315.6557,C,14,100.5,-1.7517285,-1.7222168,-1.7373047,-1.7511157,-1.7696533,-1.8081787,-1.8251513,0.053225096,0.09820557,0.09550293,0.10387207,0.10806152,0.10784668,0.11357178,gfs.0p25.2020010406.f000.grib2
2020-01-04,6,5100,1960.72,2.808824,0,314.7557,D,13.75,100.25,-2.4517286,-2.2922168,-2.3173046,-2.3411157,-2.3596532,-2.4281788,-2.4451513,-1.1367749,-0.9117944,-0.92449707,-0.9261279,-0.93193847,-0.94215333,-0.93642825,gfs.0p25.2020010406.f000.grib2
2020-01-04,12,4800,1466.5183,2.8014855,0,306.9497,A,13.75,100.5,-2.1542675,-2.5162158,-2.5546045,-2.6231275,-2.6767285,-2.851631,-2.9000244,0.17605224,0.25208986,0.25405762,0.26396972,0.2759326,0.29999268,0.3099463,gfs.0p25.2020010412.f000.grib2
2020-01-04,12,900,303.31833,2.2014854,0,301.3497,B,13.75,100.75,-1.6642675,-2.0062158,-2.0546045,-2.1231275,-2.1967285,-2.4016309,-2.4800243,0.13605225,0.23208985,0.24405761,0.27396974,0.29593262,0.37999266,0.4299463,gfs.0p25.2020010412.f000.grib2
2020-01-04,12,1700,720.43835,1.6014855,0,303.3497,C,14,100.5,-1.0742676,-1.2262158,-1.2546045,-1.2831274,-1.3267285,-1.4216309,-1.4700245,-0.053947754,0.022089845,0.054057617,0.093969725,0.13593262,0.26999268,0.32994628,gfs.0p25.2020010412.f000.grib2
2020-01-04,12,300,214.99834,1.4014854,0,298.14972,D,13.75,100.25,0.15573242,0.18378419,0.16539551,0.12687255,0.09327149,-0.021630859,-0.110024415,-0.7639477,-1.0079101,-1.0459424,-1.1260303,-1.2040673,-1.4200073,-1.5300537,gfs.0p25.2020010412.f000.grib2
2020-01-04,18,1600,420.63556,4.0080023,0,303.74057,A,13.75,100.5,-1.8927636,-2.2091334,-2.2685914,-2.348596,-2.4347706,-2.6747265,-2.7780519,1.0897241,1.2997509,1.3326586,1.385857,1.4387696,1.5789063,1.6541578,gfs.0p25.2020010418.f000.grib2
2020-01-04,18,400,126.87556,3.3080022,0,298.74057,B,13.75,100.75,-2.1927636,-2.6791334,-2.7785914,-2.9285963,-3.0647705,-3.4847267,-3.7080517,0.7897241,0.999751,1.0626587,1.145857,1.2387695,1.4789063,1.6041577,gfs.0p25.2020010418.f000.grib2
2020-01-04,18,1200,241.59557,4.4080024,0,300.84058,C,14,100.5,-2.3527637,-2.8491333,-2.9485912,-3.088596,-3.2447705,-3.6747265,-3.8580518,1.1297241,1.4097509,1.4726586,1.5758569,1.6787696,1.9889063,2.1341577,gfs.0p25.2020010418.f000.grib2
2020-01-04,18,100,83.03556,1.0080023,0,296.24057,D,13.75,100.25,0.83723634,1.0308667,1.0114087,0.9614038,0.9152295,0.7352734,0.53194827,-0.18027587,-0.23024902,-0.23734131,-0.24414307,-0.25123048,-0.26109374,-0.23584229,gfs.0p25.2020010418.f000.grib2
2020-01-05,0,2600,459.19067,5.532561,0,301.85242,A,13.75,100.5,-3.1959984,-3.7546484,-3.8690698,-4.01416,-4.168086,-4.567512,-4.7361035,0.109467775,0.15078369,0.15810059,0.16269043,0.1850415,0.21465331,0.23710938,gfs.0p25.2020010500.f000.grib2
2020-01-05,0,900,181.43068,4.932561,0,297.05243,B,13.75,100.75,-2.8359985,-3.5046484,-3.6990697,-3.9041603,-4.118086,-4.7275124,-5.0761037,0.07946777,0.1407837,0.16810058,0.20269042,0.2350415,0.33465332,0.38710937,gfs.0p25.2020010500.f000.grib2
2020-01-05,0,900,206.79068,3.8325608,0,298.85242,C,14,100.5,-2.3459985,-2.8146484,-2.9290698,-3.07416,-3.218086,-3.6275122,-3.8361034,0.07946777,0.1407837,0.17810059,0.24269043,0.3050415,0.47465333,0.5871094,gfs.0p25.2020010500.f000.grib2
2020-01-05,0,100,90.23068,1.5325608,0,295.45242,D,13.75,100.25,0.6540015,0.80535156,0.7709302,0.71583986,0.66191405,0.4524878,0.18389648,-0.9305322,-1.1692163,-1.1918994,-1.2073096,-1.2349585,-1.2753466,-1.2128906,gfs.0p25.2020010500.f000.grib2
2020-01-05,6,7000,1809.21,3.4000974,0,313.55917,A,13.75,100.5,-3.207417,-3.403595,-3.44042,-3.4930248,-3.5362916,-3.6659765,-3.7028515,-0.53099364,-0.57890135,-0.57589114,-0.5908569,-0.59982663,-0.62526613,-0.6319214,gfs.0p25.2020010506.f000.grib2
2020-01-05,6,7000,1670.8099,3.9000974,0,313.2592,B,13.75,100.75,-3.807417,-4.063595,-4.1104198,-4.163025,-4.2162914,-4.3559766,-4.4028516,-0.45099366,-0.52890134,-0.5358911,-0.54085696,-0.5498267,-0.5752661,-0.5819214,gfs.0p25.2020010506.f000.grib2
2020-01-05,6,4000,1798.8099,2.3000975,0,315.95917,C,14,100.5,-1.887417,-1.8335949,-1.8404199,-1.863025,-1.8762915,-1.9259765,-1.9428515,0.08900635,0.06109863,0.064108886,0.059143066,0.06017334,0.064733885,0.058078613,gfs.0p25.2020010506.f000.grib2
2020-01-05,6,6000,1844.89,3.1000974,0,314.45917,D,13.75,100.25,-2.907417,-2.783595,-2.81042,-2.843025,-2.8762915,-2.9459765,-2.9728515,-0.49099365,-0.44890136,-0.4458911,-0.45085692,-0.45982665,-0.4652661,-0.4619214,gfs.0p25.2020010506.f000.grib2
2020-01-05,12,3900,1233.7539,2.615747,0,306.86368,A,13.75,100.5,-1.9170728,-2.261443,-2.3109913,-2.3681982,-2.4277465,-2.5882103,-2.6595752,0.4284424,0.41817626,0.4081836,0.39822266,0.39135498,0.34491944,0.32218263,gfs.0p25.2020010512.f000.grib2
2020-01-05,12,1000,321.9939,2.115747,0,301.16367,B,13.75,100.75,-1.6270728,-1.9514428,-1.9809912,-2.0481982,-2.0977466,-2.2682104,-2.3195753,0.28844237,0.32817626,0.33818358,0.33822265,0.36135498,0.39491943,0.39218262,gfs.0p25.2020010512.f000.grib2
2020-01-05,12,1800,1126.3939,1.415747,0,303.86368,C,14,100.5,-0.56707275,-0.61144286,-0.6309912,-0.64819825,-0.6677466,-0.73821044,-0.7695752,-0.3515576,-0.42182374,-0.4218164,-0.42177734,-0.428645,-0.43508056,-0.4378174,gfs.0p25.2020010512.f000.grib2
2020-01-05,12,100,129.99388,1.5157471,0,298.86368,D,13.75,100.25,1.1129272,1.3985572,1.4090087,1.4318018,1.4522535,1.4917896,1.4704248,0.6584424,0.81817627,0.8381836,0.8982227,0.941355,1.0749195,1.0921826,gfs.0p25.2020010512.f000.grib2
2020-01-05,18,100,306.1455,0.5029076,0,303.4,A,13.75,100.5,0.48374513,0.48022217,0.48854005,0.4868506,0.49516845,0.4958203,0.47784913,0.16809571,0.15697022,0.14580323,0.14587647,0.13594727,0.11850586,0.1051709,gfs.0p25.2020010518.f000.grib2
2020-01-05,18,100,134.78549,1.5029075,0,298.3,B,13.75,100.75,-1.2562549,-1.4697778,-1.47146,-1.4631494,-1.4548316,-1.4141797,-1.3221508,0.2080957,0.25697023,0.2758032,0.31587645,0.35594726,0.47850585,0.5651709,gfs.0p25.2020010518.f000.grib2
2020-01-05,18,200,128.2255,1.2029076,0,299.7,C,14,100.5,-0.29625487,-0.30977783,-0.33145997,-0.3531494,-0.38483155,-0.4641797,-0.5121509,-0.041904297,-0.023029786,-0.0041967775,0.025876464,0.045947265,0.12850586,0.1951709,gfs.0p25.2020010518.f000.grib2
2020-01-05,18,100,46.625496,1.3029076,0,295.4,D,13.75,100.25,0.8437451,1.0402222,1.04854,1.0468506,1.0551685,1.0458204,0.9978491,-0.6219043,-0.7930298,-0.81419677,-0.83412355,-0.8640527,-0.94149417,-0.9548291,gfs.0p25.2020010518.f000.grib2
2020-01-06,0,1000,298.69177,2.112798,0,301.61456,A,13.75,100.5,0.41178712,0.44214845,0.4496411,0.45863283,0.47388184,0.49015382,0.4726538,-1.4794409,-1.6647949,-1.7101294,-1.7547754,-1.8116015,-1.9556445,-1.9889941,gfs.0p25.2020010600.f000.grib2
2020-01-06,0,0,82.13176,2.512798,0,296.61456,B,13.75,100.75,-1.9782128,-2.3478515,-2.410359,-2.491367,-2.5661182,-2.7598462,-2.807346,-0.6194409,-0.6947949,-0.6901294,-0.6847754,-0.67160153,-0.6256445,-0.5589941,gfs.0p25.2020010600.f000.grib2
2020-01-06,0,0,120.45176,1.712798,0,298.31454,C,14,100.5,0.14178711,0.20214844,0.19964111,0.18863282,0.18388183,0.1601538,0.1326538,-1.3494409,-1.5347949,-1.5501294,-1.5947754,-1.6216016,-1.6956445,-1.6789942,gfs.0p25.2020010600.f000.grib2
2020-01-06,0,0,63.811756,3.012798,0,294.81454,D,13.75,100.25,1.6517872,2.0521483,2.109641,2.1886327,2.273882,2.4801538,2.4926538,-1.7394409,-2.164795,-2.2401295,-2.3447754,-2.4416015,-2.7156446,-2.778994,gfs.0p25.2020010600.f000.grib2
2020-01-06,6,6000,1901.5693,3.0015259,0,314.01157,A,13.75,100.5,-2.6025684,-2.6475294,-2.6778126,-2.724424,-2.7500806,-2.8422046,-2.8682106,-1.0435425,-1.132317,-1.1437695,-1.1589819,-1.1804395,-1.2264698,-1.242019,gfs.0p25.2020010606.f000.grib2
2020-01-06,6,6000,1850.8494,3.3015258,0,314.41156,B,13.75,100.75,-2.4325683,-2.4075294,-2.4378126,-2.464424,-2.5000806,-2.5722046,-2.5982103,-1.4535425,-1.4623169,-1.4737695,-1.498982,-1.5204395,-1.5664697,-1.5820191,gfs.0p25.2020010606.f000.grib2
2020-01-06,6,5000,1812.7694,2.6015258,0,314.61157,C,14,100.5,-2.3825684,-2.3375292,-2.3578124,-2.3944237,-2.4100807,-2.4722047,-2.4882104,-0.26354247,-0.3623169,-0.36376953,-0.37898195,-0.39043945,-0.40646973,-0.42201903,gfs.0p25.2020010606.f000.grib2
2020-01-06,6,6000,1968.8494,3.0015259,0,315.11157,D,13.75,100.25,-2.7625685,-2.6275294,-2.6478126,-2.674424,-2.7000806,-2.7722046,-2.7982104,-0.7335425,-0.7623169,-0.77376956,-0.7889819,-0.8004395,-0.8264697,-0.83201903,gfs.0p25.2020010606.f000.grib2
2020-01-06,12,1800,827.6869,1.6050943,0,307.203,A,13.75,100.5,-0.6457764,-0.7842114,-0.7916333,-0.82429445,-0.8500366,-0.92361087,-0.97414064,0.4753125,0.48927003,0.49116457,0.49597657,0.4867749,0.4823877,0.45332518,gfs.0p25.2020010612.f000.grib2
2020-01-06,12,800,324.64688,1.9050943,0,301.103,B,13.75,100.75,-1.4557763,-1.7342114,-1.7516333,-1.7942945,-1.8300366,-1.9436108,-1.9841406,-0.1346875,-0.15072998,-0.15883546,-0.15402344,-0.1632251,-0.18761231,-0.1866748,gfs.0p25.2020010612.f000.grib2
2020-01-06,12,2100,1117.6069,1.7050943,0,304.003,C,14,100.5,0.34422362,0.43578857,0.4383667,0.43570557,0.43996337,0.42638916,0.40585938,-0.7846875,-0.92073,-0.93883544,-0.9540234,-0.9732251,-1.0376123,-1.0566748,gfs.0p25.2020010612.f000.grib2
